ENSID,chrom,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10,fold_11,fold_12,fold_enformer,Gene name
ENSG00000166295,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,ANAPC16
ENSG00000166311,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,SMPD1
ENSG00000166313,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,APBB1
ENSG00000166317,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,SYNPO2L
ENSG00000166321,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,NUDT13
ENSG00000166323,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,C11orf65
ENSG00000166326,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,TRIM44
ENSG00000166329,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,CCDC182
ENSG00000166333,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,ILK
ENSG00000166337,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,TAF10
ENSG00000166340,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,TPP1
ENSG00000166341,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,DCHS1
ENSG00000166342,18,train,train,train,train,train,train,test,valid,train,train,train,train,train,NETO1
ENSG00000166343,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,MSS51
ENSG00000166347,18,train,train,train,train,train,train,test,valid,train,train,train,train,train,CYB5A
ENSG00000166348,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,USP54
ENSG00000166349,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,RAG1
ENSG00000166351,21,train,train,train,train,train,train,train,train,train,test,valid,train,train,POTED
ENSG00000166352,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,C11orf74
ENSG00000166359,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,WDR88
ENSG00000166363,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR10A5
ENSG00000166368,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR2D2
ENSG00000166377,18,train,train,train,train,train,train,test,valid,train,train,train,train,train,ATP9B
ENSG00000166387,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,PPFIBP2
ENSG00000166391,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,MOGAT2
ENSG00000166394,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,CYB5R2
ENSG00000166396,18,train,train,train,train,train,train,test,valid,train,train,train,train,valid,SERPINB7
ENSG00000166398,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,KIAA0355
ENSG00000166401,18,train,train,train,train,train,train,test,valid,train,train,train,train,valid,SERPINB8
ENSG00000166402,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,TUB
ENSG00000166405,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,RIC3
ENSG00000166407,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,LMO1
ENSG00000166411,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,IDH3A
ENSG00000166415,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,WDR72
ENSG00000166426,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,CRABP1
ENSG00000166428,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,PLD4
ENSG00000166432,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,ZMAT1
ENSG00000166435,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,XRRA1
ENSG00000166436,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,TRIM66
ENSG00000166439,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,RNF169
ENSG00000166444,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,ST5
ENSG00000166446,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,CDYL2
ENSG00000166448,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,TMEM130
ENSG00000166450,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,PRTG
ENSG00000166451,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,CENPN
ENSG00000166452,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,AKIP1
ENSG00000166454,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,ATMIN
ENSG00000166455,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,C16orf46
ENSG00000166471,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,TMEM41B
ENSG00000166477,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,LEO1
ENSG00000166478,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,ZNF143
ENSG00000166479,18,train,train,train,train,train,train,test,valid,train,train,train,train,train,TMX3
ENSG00000166482,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,MFAP4
ENSG00000166483,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,WEE1
ENSG00000166484,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,MAPK7
ENSG00000166501,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,PRKCB
ENSG00000166503,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,RP11-382A20.3
ENSG00000166507,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,NDST2
ENSG00000166508,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,MCM7
ENSG00000166509,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,CLEC3A
ENSG00000166510,18,train,train,train,train,train,train,test,valid,train,train,train,train,train,CCDC68
ENSG00000166523,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,CLEC4E
ENSG00000166526,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,ZNF3
ENSG00000166527,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,CLEC4D
ENSG00000166529,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,ZSCAN21
ENSG00000166532,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,RIMKLB
ENSG00000166535,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,A2ML1
ENSG00000166546,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,BEAN1
ENSG00000166548,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,TK2
ENSG00000166557,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,TMED3
ENSG00000166558,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,SLC38A8
ENSG00000166562,18,train,train,train,train,train,train,test,valid,train,train,train,train,train,SEC11C
ENSG00000166569,18,train,train,train,train,train,train,test,valid,train,train,train,train,train,CPLX4
ENSG00000166573,18,train,train,train,train,train,train,test,valid,train,train,train,train,train,GALR1
ENSG00000166575,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,TMEM135
ENSG00000166578,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,IQCD
ENSG00000166579,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,NDEL1
ENSG00000166582,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,CENPV
ENSG00000166589,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,CDH16
ENSG00000166592,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,RRAD
ENSG00000166595,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,FAM96B
ENSG00000166596,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,CFAP52
ENSG00000166598,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,HSP90B1
ENSG00000166603,18,train,train,train,train,train,train,test,valid,train,train,train,train,train,MC4R
ENSG00000166619,20,train,train,train,train,train,train,train,train,test,valid,train,train,valid,BLCAP
ENSG00000166634,18,train,train,train,train,train,train,test,valid,train,train,train,train,train,SERPINB12
ENSG00000166664,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,CHRFAM7A
ENSG00000166669,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,ATF7IP2
ENSG00000166670,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,MMP10
ENSG00000166676,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,TVP23A
ENSG00000166681,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,BEX3
ENSG00000166682,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,TMPRSS5
ENSG00000166685,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,COG1
ENSG00000166689,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,PLEKHA7
ENSG00000166704,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,ZNF606
ENSG00000166710,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,B2M
ENSG00000166716,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,ZNF592
ENSG00000166734,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,CASC4
ENSG00000166736,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,HTR3A
ENSG00000166741,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,NNMT
ENSG00000166743,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,ACSM1
ENSG00000166747,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,AP1G1
ENSG00000166750,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,SLFN5
ENSG00000166762,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,CATSPER2
ENSG00000166780,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,C16orf45
ENSG00000166783,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,KIAA0430
ENSG00000166788,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,SAAL1
ENSG00000166793,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,YPEL4
ENSG00000166794,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,PPIB
ENSG00000166796,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,LDHC
ENSG00000166797,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,FAM96A
ENSG00000166800,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,LDHAL6A
ENSG00000166801,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,FAM111A
ENSG00000166803,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,PCLAF
ENSG00000166813,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,KIF7
ENSG00000166816,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,LDHD
ENSG00000166819,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,PLIN1
ENSG00000166821,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,PEX11A
ENSG00000166822,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,TMEM170A
ENSG00000166823,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,MESP1
ENSG00000166825,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,ANPEP
ENSG00000166828,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,SCNN1G
ENSG00000166831,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,RBPMS2
ENSG00000166833,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,NAV2
